event_id,order_id,status,event_timestamp,updated_by,rto_status
EVT00021030,ORD0003514,Out for Delivery,24-05-2026 14:06,Courier Partner,Non-RTO
EVT00021031,ORD0003514,Delivery Failed,24-05-2026 15:58,Courier Partner,Non-RTO
EVT00021032,ORD0003514,Out for Delivery,25-05-2026 13:06,Courier Partner,Non-RTO
EVT00021033,ORD0003514,Delivered,25-05-2026 16:19,Courier Partner,Non-RTO
EVT00021034,ORD0003515,Order Placed,06-05-2026 19:23,System,Non-RTO
EVT00021035,ORD0003515,Packed,07-05-2026 12:23,Seller Panel,Non-RTO
EVT00021036,ORD0003515,Shipped,07-05-2026 19:23,Courier Partner,Non-RTO
EVT00021037,ORD0003515,Out for Delivery,12-05-2026 18:23,Courier Partner,Non-RTO
EVT00021038,ORD0003515,Delivery Failed,12-05-2026 19:33,Courier Partner,Non-RTO
EVT00021039,ORD0003515,Out for Delivery,15-05-2026 16:23,Courier Partner,Non-RTO
EVT00021040,ORD0003515,Delivery Failed,15-05-2026 19:52,Courier Partner,Non-RTO
EVT00021041,ORD0003515,Out for Delivery,17-05-2026 16:23,Courier Partner,Non-RTO
EVT00021042,ORD0003515,Delivery Failed,17-05-2026 19:57,Courier Partner,Non-RTO
EVT00021043,ORD0003515,Out for Delivery,18-05-2026 15:23,Courier Partner,Non-RTO
EVT00021044,ORD0003515,Delivered,18-05-2026 19:36,Courier Partner,Non-RTO
EVT00021045,ORD0003516,Order Placed,08-05-2026 19:40,System,Non-RTO
EVT00021046,ORD0003516,Packed,09-05-2026 02:40,Seller Panel,Non-RTO
EVT00021047,ORD0003516,Shipped,10-05-2026 08:40,Courier Partner,Non-RTO
EVT00021048,ORD0003516,Out for Delivery,14-05-2026 06:40,Courier Partner,Non-RTO
EVT00021049,ORD0003516,Delivery Failed,14-05-2026 09:35,Courier Partner,Non-RTO
EVT00021050,ORD0003516,Out for Delivery,17-05-2026 04:40,Courier Partner,Non-RTO
EVT00021051,ORD0003516,Delivered,17-05-2026 09:06,Courier Partner,Non-RTO
EVT00021052,ORD0003517,Order Placed,27-06-2026 20:25,System,Non-RTO
EVT00021053,ORD0003517,Packed,28-06-2026 09:25,Seller Panel,Non-RTO
EVT00021054,ORD0003517,Shipped,28-06-2026 23:25,Courier Partner,Non-RTO
EVT00021055,ORD0003517,Out for Delivery,29-06-2026 20:25,Courier Partner,Non-RTO
EVT00021056,ORD0003517,Delivery Failed,30-06-2026 00:18,Courier Partner,Non-RTO
EVT00021057,ORD0003517,Out for Delivery,02-07-2026 19:25,Courier Partner,Non-RTO
EVT00021058,ORD0003517,Delivered,02-07-2026 23:41,Courier Partner,Non-RTO
EVT00021059,ORD0003518,Order Placed,25-04-2026 17:23,System,Non-RTO
EVT00021060,ORD0003518,Packed,26-04-2026 08:23,Seller Panel,Non-RTO
EVT00021061,ORD0003518,Shipped,27-04-2026 14:23,Courier Partner,Non-RTO
EVT00021062,ORD0003518,Out for Delivery,30-04-2026 10:23,Courier Partner,Non-RTO
EVT00021063,ORD0003518,Delivered,30-04-2026 15:40,Courier Partner,Non-RTO
EVT00021064,ORD0003519,Order Placed,16-04-2026 19:28,System,Non-RTO
EVT00021065,ORD0003519,Packed,17-04-2026 03:28,Seller Panel,Non-RTO
EVT00021066,ORD0003519,Shipped,18-04-2026 03:28,Courier Partner,Non-RTO
EVT00021067,ORD0003519,Out for Delivery,20-04-2026 01:28,Courier Partner,Non-RTO
EVT00021068,ORD0003519,Delivered,20-04-2026 03:39,Courier Partner,Non-RTO
EVT00021069,ORD0003520,Order Placed,12-07-2026 22:02,System,Non-RTO
EVT00021070,ORD0003520,Packed,13-07-2026 11:02,Seller Panel,Non-RTO
EVT00021071,ORD0003520,Shipped,13-07-2026 20:02,Courier Partner,Non-RTO
EVT00021072,ORD0003520,Out for Delivery,14-07-2026 17:02,Courier Partner,Non-RTO
EVT00021073,ORD0003520,Delivered,14-07-2026 20:49,Courier Partner,Non-RTO
EVT00021074,ORD0003521,Order Placed,29-06-2026 19:12,System,Non-RTO
EVT00021075,ORD0003521,Packed,30-06-2026 04:12,Seller Panel,Non-RTO
EVT00021076,ORD0003521,Shipped,30-06-2026 20:12,Courier Partner,Non-RTO
EVT00021077,ORD0003521,Out for Delivery,03-07-2026 17:12,Courier Partner,Non-RTO
EVT00021078,ORD0003521,Delivery Failed,03-07-2026 20:47,Courier Partner,Non-RTO
EVT00021079,ORD0003521,RTO Initiated,04-07-2026 08:47,Courier Partner,RTO
EVT00021080,ORD0003521,RTO In Transit,07-07-2026 08:47,Courier Partner,RTO
EVT00021081,ORD0003521,RTO Received at Warehouse,09-07-2026 08:47,Seller Panel,RTO
EVT00021082,ORD0003522,Order Placed,17-05-2026 13:13,System,Non-RTO
EVT00021083,ORD0003522,Packed,17-05-2026 20:13,Seller Panel,Non-RTO
EVT00021084,ORD0003522,Shipped,18-05-2026 08:13,Courier Partner,Non-RTO
EVT00021085,ORD0003522,Out for Delivery,19-05-2026 07:13,Courier Partner,Non-RTO
EVT00021086,ORD0003522,Delivery Failed,19-05-2026 08:21,Courier Partner,Non-RTO
EVT00021087,ORD0003522,Out for Delivery,21-05-2026 07:13,Courier Partner,Non-RTO
EVT00021088,ORD0003522,Delivered,21-05-2026 08:49,Courier Partner,Non-RTO
EVT00021089,ORD0003523,Order Placed,26-05-2026 20:22,System,Non-RTO
EVT00021090,ORD0003523,Packed,27-05-2026 15:22,Seller Panel,Non-RTO
EVT00021091,ORD0003523,Shipped,28-05-2026 17:22,Courier Partner,Non-RTO
EVT00021092,ORD0003523,Out for Delivery,05-06-2026 16:22,Courier Partner,Non-RTO
EVT00021093,ORD0003523,Delivered,05-06-2026 18:33,Courier Partner,Non-RTO
EVT00021094,ORD0003524,Order Placed,09-07-2026 23:59,System,Non-RTO
EVT00021095,ORD0003524,Packed,10-07-2026 14:59,Seller Panel,Non-RTO
EVT00021096,ORD0003524,Shipped,10-07-2026 20:59,Courier Partner,Non-RTO
EVT00021097,ORD0003524,Out for Delivery,13-07-2026 19:59,Courier Partner,Non-RTO
EVT00021098,ORD0003524,Delivered,13-07-2026 22:11,Courier Partner,Non-RTO
EVT00021099,ORD0003525,Order Placed,12-04-2026 16:23,System,Non-RTO
EVT00021100,ORD0003525,Packed,12-04-2026 21:23,Seller Panel,Non-RTO
EVT00021101,ORD0003525,Shipped,13-04-2026 13:23,Courier Partner,Non-RTO
EVT00021102,ORD0003525,Out for Delivery,17-04-2026 10:23,Courier Partner,Non-RTO
EVT00021103,ORD0003525,Delivery Failed,17-04-2026 13:33,Courier Partner,Non-RTO
EVT00021104,ORD0003525,Out for Delivery,18-04-2026 12:23,Courier Partner,Non-RTO
EVT00021105,ORD0003525,Delivered,18-04-2026 14:34,Courier Partner,Non-RTO
EVT00021106,ORD0003526,Order Placed,21-05-2026 18:41,System,Non-RTO
EVT00021107,ORD0003526,Packed,22-05-2026 08:41,Seller Panel,Non-RTO
EVT00021108,ORD0003526,Shipped,23-05-2026 00:41,Courier Partner,Non-RTO
EVT00021109,ORD0003526,Out for Delivery,25-05-2026 22:41,Courier Partner,Non-RTO
EVT00021110,ORD0003526,Delivery Failed,26-05-2026 00:51,Courier Partner,Non-RTO
EVT00021111,ORD0003526,Out for Delivery,26-05-2026 23:41,Courier Partner,Non-RTO
EVT00021112,ORD0003526,Delivered,27-05-2026 01:34,Courier Partner,Non-RTO
EVT00021113,ORD0003527,Order Placed,06-07-2026 19:26,System,Non-RTO
EVT00021114,ORD0003527,Packed,07-07-2026 01:26,Seller Panel,Non-RTO
EVT00021115,ORD0003527,Shipped,07-07-2026 22:26,Courier Partner,Non-RTO
EVT00021116,ORD0003527,Out for Delivery,08-07-2026 18:26,Courier Partner,Non-RTO
EVT00021117,ORD0003527,Delivery Failed,08-07-2026 23:02,Courier Partner,Non-RTO
EVT00021118,ORD0003527,Out for Delivery,10-07-2026 19:26,Courier Partner,Non-RTO
EVT00021119,ORD0003527,Delivery Failed,10-07-2026 23:09,Courier Partner,Non-RTO
EVT00021120,ORD0003527,Out for Delivery,13-07-2026 20:26,Courier Partner,Non-RTO
EVT00021121,ORD0003527,Delivery Failed,13-07-2026 22:32,Courier Partner,Non-RTO
EVT00021122,ORD0003527,RTO Initiated,15-07-2026 08:32,Courier Partner,RTO
EVT00021123,ORD0003527,RTO In Transit,17-07-2026 08:32,Courier Partner,RTO
EVT00021124,ORD0003527,RTO Received at Warehouse,21-07-2026 08:32,Seller Panel,RTO
EVT00021125,ORD0003528,Order Placed,05-06-2026 20:14,System,Non-RTO
EVT00021126,ORD0003528,Packed,06-06-2026 15:14,Seller Panel,Non-RTO
EVT00021127,ORD0003528,Shipped,07-06-2026 06:14,Courier Partner,Non-RTO
EVT00021128,ORD0003528,Out for Delivery,10-06-2026 04:14,Courier Partner,Non-RTO
EVT00021129,ORD0003528,Delivered,10-06-2026 06:55,Courier Partner,Non-RTO
EVT00021130,ORD0003529,Order Placed,27-02-2026 19:46,System,Non-RTO
EVT00021131,ORD0003529,Packed,27-02-2026 23:46,Seller Panel,Non-RTO
EVT00021132,ORD0003529,Shipped,28-02-2026 09:46,Courier Partner,Non-RTO
EVT00021133,ORD0003529,Out for Delivery,04-03-2026 05:46,Courier Partner,Non-RTO
EVT00021134,ORD0003529,Delivered,04-03-2026 11:14,Courier Partner,Non-RTO
EVT00021135,ORD0003530,Order Placed,26-06-2026 22:13,System,Non-RTO
EVT00021136,ORD0003530,Packed,27-06-2026 14:13,Seller Panel,Non-RTO
EVT00021137,ORD0003530,Shipped,28-06-2026 00:13,Courier Partner,Non-RTO
EVT00021138,ORD0003530,Out for Delivery,03-07-2026 22:13,Courier Partner,Non-RTO
EVT00021139,ORD0003530,Delivered,04-07-2026 01:31,Courier Partner,Non-RTO
EVT00021140,ORD0003531,Order Placed,17-04-2026 19:50,System,Non-RTO
EVT00021141,ORD0003531,Cancelled by Seller,17-04-2026 23:50,Seller Panel,Non-RTO
EVT00021142,ORD0003532,Order Placed,11-04-2026 17:18,System,Non-RTO
EVT00021143,ORD0003532,Packed,12-04-2026 04:18,Seller Panel,Non-RTO
EVT00021144,ORD0003532,Shipped,12-04-2026 16:18,Courier Partner,Non-RTO
EVT00021145,ORD0003532,Out for Delivery,14-04-2026 15:18,Courier Partner,Non-RTO
EVT00021146,ORD0003532,Delivered,14-04-2026 17:29,Courier Partner,Non-RTO
EVT00021147,ORD0003533,Order Placed,05-04-2026 19:05,System,Non-RTO
EVT00021148,ORD0003533,Packed,06-04-2026 00:05,Seller Panel,Non-RTO
EVT00021149,ORD0003533,Shipped,06-04-2026 19:05,Courier Partner,Non-RTO
EVT00021150,ORD0003533,Out for Delivery,07-04-2026 18:05,Courier Partner,Non-RTO
EVT00021151,ORD0003533,Delivered,07-04-2026 20:29,Courier Partner,Non-RTO
EVT00021152,ORD0003534,Order Placed,09-05-2026 16:45,System,Non-RTO
EVT00021153,ORD0003534,Packed,10-05-2026 09:45,Seller Panel,Non-RTO
EVT00021154,ORD0003534,Shipped,11-05-2026 09:45,Courier Partner,Non-RTO
EVT00021155,ORD0003534,Out for Delivery,12-05-2026 08:45,Courier Partner,Non-RTO
EVT00021156,ORD0003534,Delivery Failed,12-05-2026 10:09,Courier Partner,Non-RTO
EVT00021157,ORD0003534,Out for Delivery,15-05-2026 08:45,Courier Partner,Non-RTO
EVT00021158,ORD0003534,Delivery Failed,15-05-2026 10:06,Courier Partner,Non-RTO
EVT00021159,ORD0003534,Out for Delivery,17-05-2026 08:45,Courier Partner,Non-RTO
EVT00021160,ORD0003534,Delivery Failed,17-05-2026 10:20,Courier Partner,Non-RTO
EVT00021161,ORD0003534,RTO Initiated,17-05-2026 16:20,Courier Partner,RTO
EVT00021162,ORD0003534,RTO In Transit,19-05-2026 16:20,Courier Partner,RTO
EVT00021163,ORD0003534,RTO Received at Warehouse,22-05-2026 16:20,Seller Panel,RTO
EVT00021164,ORD0003535,Order Placed,04-05-2026 19:04,System,Non-RTO
EVT00021165,ORD0003535,Packed,05-05-2026 01:04,Seller Panel,Non-RTO
EVT00021166,ORD0003535,Shipped,06-05-2026 02:04,Courier Partner,Non-RTO
EVT00021167,ORD0003535,Out for Delivery,10-05-2026 23:04,Courier Partner,Non-RTO
EVT00021168,ORD0003535,Delivered,11-05-2026 03:08,Courier Partner,Non-RTO
EVT00021169,ORD0003536,Order Placed,14-05-2026 16:40,System,Non-RTO
EVT00021170,ORD0003536,Packed,15-05-2026 04:40,Seller Panel,Non-RTO
EVT00021171,ORD0003536,Shipped,15-05-2026 11:40,Courier Partner,Non-RTO
EVT00021172,ORD0003536,Out for Delivery,16-05-2026 09:40,Courier Partner,Non-RTO
EVT00021173,ORD0003536,Delivery Failed,16-05-2026 12:28,Courier Partner,Non-RTO
EVT00021174,ORD0003536,Out for Delivery,18-05-2026 09:40,Courier Partner,Non-RTO
EVT00021175,ORD0003536,Delivery Failed,18-05-2026 12:17,Courier Partner,Non-RTO
EVT00021176,ORD0003536,Out for Delivery,21-05-2026 07:40,Courier Partner,Non-RTO
EVT00021177,ORD0003536,Delivered,21-05-2026 11:56,Courier Partner,Non-RTO
EVT00021178,ORD0003537,Order Placed,20-05-2026 20:23,System,Non-RTO
EVT00021179,ORD0003537,Packed,21-05-2026 11:23,Seller Panel,Non-RTO
EVT00021180,ORD0003537,Shipped,22-05-2026 05:23,Courier Partner,Non-RTO
EVT00021181,ORD0003537,Out for Delivery,28-05-2026 01:23,Courier Partner,Non-RTO
EVT00021182,ORD0003537,Delivered,28-05-2026 06:01,Courier Partner,Non-RTO
EVT00021183,ORD0003538,Order Placed,28-05-2026 21:00,System,Non-RTO
EVT00021184,ORD0003538,Cancelled by Seller,29-05-2026 11:00,Seller Panel,Non-RTO
EVT00021185,ORD0003539,Order Placed,08-07-2026 20:27,System,Non-RTO
EVT00021186,ORD0003539,Packed,09-07-2026 10:27,Seller Panel,Non-RTO
EVT00021187,ORD0003539,Shipped,09-07-2026 17:27,Courier Partner,Non-RTO
EVT00021188,ORD0003539,Out for Delivery,11-07-2026 15:27,Courier Partner,Non-RTO
EVT00021189,ORD0003539,Delivered,11-07-2026 18:08,Courier Partner,Non-RTO
EVT00021190,ORD0003540,Order Placed,30-05-2026 20:40,System,Non-RTO
EVT00021191,ORD0003540,Packed,31-05-2026 15:40,Seller Panel,Non-RTO
EVT00021192,ORD0003540,Shipped,01-06-2026 16:40,Courier Partner,Non-RTO
EVT00021193,ORD0003540,Out for Delivery,04-06-2026 12:40,Courier Partner,Non-RTO
EVT00021194,ORD0003540,Delivered,04-06-2026 17:40,Courier Partner,Non-RTO
EVT00021195,ORD0003541,Order Placed,04-04-2026 21:05,System,Non-RTO
EVT00021196,ORD0003541,Packed,05-04-2026 13:05,Seller Panel,Non-RTO
EVT00021197,ORD0003541,Shipped,05-04-2026 19:05,Courier Partner,Non-RTO
EVT00021198,ORD0003541,Out for Delivery,07-04-2026 16:05,Courier Partner,Non-RTO
EVT00021199,ORD0003541,Delivered,07-04-2026 19:12,Courier Partner,Non-RTO
EVT00021200,ORD0003542,Order Placed,20-07-2026 18:12,System,Non-RTO
EVT00021201,ORD0003542,Packed,21-07-2026 00:12,Seller Panel,Non-RTO
EVT00021202,ORD0003542,Shipped,21-07-2026 13:12,Courier Partner,Non-RTO
EVT00021203,ORD0003542,Out for Delivery,23-07-2026 10:12,Courier Partner,Non-RTO
EVT00021204,ORD0003542,Delivered,23-07-2026 14:28,Courier Partner,Non-RTO
EVT00021205,ORD0003543,Order Placed,01-06-2026 17:15,System,Non-RTO
EVT00021206,ORD0003543,Packed,02-06-2026 08:15,Seller Panel,Non-RTO
EVT00021207,ORD0003543,Shipped,02-06-2026 14:15,Courier Partner,Non-RTO
EVT00021208,ORD0003543,Out for Delivery,09-06-2026 11:15,Courier Partner,Non-RTO
EVT00021209,ORD0003543,Delivered,09-06-2026 14:23,Courier Partner,Non-RTO
EVT00021210,ORD0003544,Order Placed,16-04-2026 12:19,System,Non-RTO
EVT00021211,ORD0003544,Packed,17-04-2026 06:19,Seller Panel,Non-RTO
EVT00021212,ORD0003544,Shipped,18-04-2026 00:19,Courier Partner,Non-RTO
EVT00021213,ORD0003544,Out for Delivery,24-04-2026 23:19,Courier Partner,Non-RTO
EVT00021214,ORD0003544,Delivered,25-04-2026 00:45,Courier Partner,Non-RTO
EVT00021215,ORD0003545,Order Placed,01-07-2026 15:36,System,Non-RTO
EVT00021216,ORD0003545,Packed,02-07-2026 11:36,Seller Panel,Non-RTO
EVT00021217,ORD0003545,Shipped,03-07-2026 13:36,Courier Partner,Non-RTO
EVT00021218,ORD0003545,Out for Delivery,08-07-2026 11:36,Courier Partner,Non-RTO
EVT00021219,ORD0003545,Delivery Failed,08-07-2026 13:43,Courier Partner,Non-RTO
EVT00021220,ORD0003545,Out for Delivery,10-07-2026 09:36,Courier Partner,Non-RTO
EVT00021221,ORD0003545,Delivered,10-07-2026 15:04,Courier Partner,Non-RTO
EVT00021222,ORD0003546,Order Placed,08-07-2026 16:29,System,Non-RTO
EVT00021223,ORD0003546,Packed,09-07-2026 08:29,Seller Panel,Non-RTO
EVT00021224,ORD0003546,Shipped,10-07-2026 08:29,Courier Partner,Non-RTO
EVT00021225,ORD0003546,Out for Delivery,13-07-2026 05:29,Courier Partner,Non-RTO
EVT00021226,ORD0003546,Delivered,13-07-2026 09:30,Courier Partner,Non-RTO
EVT00021227,ORD0003547,Order Placed,07-05-2026 16:37,System,Non-RTO
EVT00021228,ORD0003547,Packed,08-05-2026 10:37,Seller Panel,Non-RTO
EVT00021229,ORD0003547,Shipped,08-05-2026 23:37,Courier Partner,Non-RTO
EVT00021230,ORD0003547,Out for Delivery,10-05-2026 21:37,Courier Partner,Non-RTO
EVT00021231,ORD0003547,Delivered,10-05-2026 23:51,Courier Partner,Non-RTO
EVT00021232,ORD0003548,Order Placed,17-03-2026 19:17,System,Non-RTO
EVT00021233,ORD0003548,Packed,18-03-2026 00:17,Seller Panel,Non-RTO
EVT00021234,ORD0003548,Shipped,19-03-2026 05:17,Courier Partner,Non-RTO
EVT00021235,ORD0003548,Out for Delivery,24-03-2026 04:17,Courier Partner,Non-RTO
EVT00021236,ORD0003548,Delivery Failed,24-03-2026 05:34,Courier Partner,Non-RTO
EVT00021237,ORD0003548,Out for Delivery,25-03-2026 04:17,Courier Partner,Non-RTO
EVT00021238,ORD0003548,Delivered,25-03-2026 05:46,Courier Partner,Non-RTO
EVT00021239,ORD0003549,Order Placed,14-06-2026 22:29,System,Non-RTO
EVT00021240,ORD0003549,Cancelled by Customer,15-06-2026 09:29,Customer App,Non-RTO
EVT00021241,ORD0003550,Order Placed,17-05-2026 23:27,System,Non-RTO
EVT00021242,ORD0003550,Packed,18-05-2026 10:27,Seller Panel,Non-RTO
EVT00021243,ORD0003550,Shipped,18-05-2026 22:27,Courier Partner,Non-RTO
EVT00021244,ORD0003550,Out for Delivery,21-05-2026 19:27,Courier Partner,Non-RTO
EVT00021245,ORD0003550,Delivered,21-05-2026 23:09,Courier Partner,Non-RTO
EVT00021246,ORD0003551,Order Placed,23-05-2026 18:47,System,Non-RTO
EVT00021247,ORD0003551,Packed,24-05-2026 03:47,Seller Panel,Non-RTO
EVT00021248,ORD0003551,Shipped,25-05-2026 03:47,Courier Partner,Non-RTO
EVT00021249,ORD0003551,Out for Delivery,29-05-2026 23:47,Courier Partner,Non-RTO
EVT00021250,ORD0003551,Delivered,30-05-2026 05:04,Courier Partner,Non-RTO
EVT00021251,ORD0003552,Order Placed,27-05-2026 19:42,System,Non-RTO
EVT00021252,ORD0003552,Packed,28-05-2026 03:42,Seller Panel,Non-RTO
EVT00021253,ORD0003552,Shipped,29-05-2026 00:42,Courier Partner,Non-RTO
EVT00021254,ORD0003552,Out for Delivery,05-06-2026 20:42,Courier Partner,Non-RTO
EVT00021255,ORD0003552,Delivered,06-06-2026 01:18,Courier Partner,Non-RTO
EVT00021256,ORD0003553,Order Placed,16-07-2026 17:55,System,Non-RTO
EVT00021257,ORD0003553,Packed,17-07-2026 04:55,Seller Panel,Non-RTO
EVT00021258,ORD0003553,Shipped,18-07-2026 05:55,Courier Partner,Non-RTO
EVT00021259,ORD0003553,Out for Delivery,22-07-2026 01:55,Courier Partner,Non-RTO
EVT00021260,ORD0003553,Delivery Failed,22-07-2026 06:12,Courier Partner,Non-RTO
EVT00021261,ORD0003553,Out for Delivery,23-07-2026 04:55,Courier Partner,Non-RTO
EVT00021262,ORD0003553,Delivery Failed,23-07-2026 06:19,Courier Partner,Non-RTO
EVT00021263,ORD0003553,RTO Initiated,24-07-2026 10:19,Courier Partner,RTO
EVT00021264,ORD0003553,RTO In Transit,28-07-2026 10:19,Courier Partner,RTO
EVT00021265,ORD0003553,RTO Received at Warehouse,29-07-2026 10:19,Seller Panel,RTO
EVT00021266,ORD0003554,Order Placed,10-04-2026 21:21,System,Non-RTO
EVT00021267,ORD0003554,Packed,11-04-2026 10:21,Seller Panel,Non-RTO
EVT00021268,ORD0003554,Shipped,12-04-2026 13:21,Courier Partner,Non-RTO
EVT00021269,ORD0003554,Out for Delivery,16-04-2026 11:21,Courier Partner,Non-RTO
EVT00021270,ORD0003554,Delivery Failed,16-04-2026 13:35,Courier Partner,Non-RTO
EVT00021271,ORD0003554,Out for Delivery,17-04-2026 09:21,Courier Partner,Non-RTO
EVT00021272,ORD0003554,Delivered,17-04-2026 14:23,Courier Partner,Non-RTO
EVT00021273,ORD0003555,Order Placed,10-04-2026 20:03,System,Non-RTO
EVT00021274,ORD0003555,Packed,11-04-2026 07:03,Seller Panel,Non-RTO
EVT00021275,ORD0003555,Shipped,12-04-2026 07:03,Courier Partner,Non-RTO
EVT00021276,ORD0003555,Out for Delivery,13-04-2026 05:03,Courier Partner,Non-RTO
EVT00021277,ORD0003555,Delivered,13-04-2026 07:08,Courier Partner,Non-RTO
EVT00021278,ORD0003556,Order Placed,29-04-2026 19:09,System,Non-RTO
EVT00021279,ORD0003556,Packed,30-04-2026 02:09,Seller Panel,Non-RTO
EVT00021280,ORD0003556,Shipped,01-05-2026 07:09,Courier Partner,Non-RTO
EVT00021281,ORD0003556,Out for Delivery,03-05-2026 05:09,Courier Partner,Non-RTO
EVT00021282,ORD0003556,Delivery Failed,03-05-2026 08:00,Courier Partner,Non-RTO
EVT00021283,ORD0003556,Out for Delivery,04-05-2026 06:09,Courier Partner,Non-RTO
EVT00021284,ORD0003556,Delivered,04-05-2026 07:32,Courier Partner,Non-RTO
EVT00021285,ORD0003557,Order Placed,21-07-2026 20:38,System,Non-RTO
EVT00021286,ORD0003557,Packed,22-07-2026 07:38,Seller Panel,Non-RTO
EVT00021287,ORD0003557,Shipped,22-07-2026 22:38,Courier Partner,Non-RTO
EVT00021288,ORD0003557,Out for Delivery,26-07-2026 18:38,Courier Partner,Non-RTO
EVT00021289,ORD0003557,Delivered,26-07-2026 22:59,Courier Partner,Non-RTO
EVT00021290,ORD0003558,Order Placed,10-06-2026 22:26,System,Non-RTO
EVT00021291,ORD0003558,Packed,11-06-2026 16:26,Seller Panel,Non-RTO
EVT00021292,ORD0003558,Shipped,11-06-2026 22:26,Courier Partner,Non-RTO
EVT00021293,ORD0003558,Out for Delivery,13-06-2026 20:26,Courier Partner,Non-RTO
EVT00021294,ORD0003558,Delivered,13-06-2026 23:32,Courier Partner,Non-RTO
EVT00021295,ORD0003559,Order Placed,03-03-2026 18:07,System,Non-RTO
EVT00021296,ORD0003559,Packed,04-03-2026 09:07,Seller Panel,Non-RTO
EVT00021297,ORD0003559,Shipped,05-03-2026 04:07,Courier Partner,Non-RTO
EVT00021298,ORD0003559,Out for Delivery,13-03-2026 01:07,Courier Partner,Non-RTO
EVT00021299,ORD0003559,Delivered,13-03-2026 05:29,Courier Partner,Non-RTO
EVT00021300,ORD0003560,Order Placed,31-03-2026 18:15,System,Non-RTO
EVT00021301,ORD0003560,Packed,01-04-2026 13:15,Seller Panel,Non-RTO
EVT00021302,ORD0003560,Shipped,02-04-2026 03:15,Courier Partner,Non-RTO
EVT00021303,ORD0003560,Out for Delivery,04-04-2026 02:15,Courier Partner,Non-RTO
EVT00021304,ORD0003560,Delivered,04-04-2026 03:26,Courier Partner,Non-RTO
EVT00021305,ORD0003561,Order Placed,03-03-2026 13:44,System,Non-RTO
EVT00021306,ORD0003561,Packed,04-03-2026 03:44,Seller Panel,Non-RTO
EVT00021307,ORD0003561,Shipped,05-03-2026 03:44,Courier Partner,Non-RTO
EVT00021308,ORD0003561,Out for Delivery,06-03-2026 00:44,Courier Partner,Non-RTO
EVT00021309,ORD0003561,Delivered,06-03-2026 04:33,Courier Partner,Non-RTO
EVT00021310,ORD0003562,Order Placed,05-05-2026 17:44,System,Non-RTO
EVT00021311,ORD0003562,Packed,06-05-2026 05:44,Seller Panel,Non-RTO
EVT00021312,ORD0003562,Shipped,07-05-2026 10:44,Courier Partner,Non-RTO
EVT00021313,ORD0003562,Out for Delivery,09-05-2026 08:44,Courier Partner,Non-RTO
EVT00021314,ORD0003562,Delivery Failed,09-05-2026 11:25,Courier Partner,Non-RTO
EVT00021315,ORD0003562,Out for Delivery,10-05-2026 09:44,Courier Partner,Non-RTO
EVT00021316,ORD0003562,Delivery Failed,10-05-2026 11:06,Courier Partner,Non-RTO
EVT00021317,ORD0003562,Out for Delivery,11-05-2026 07:44,Courier Partner,Non-RTO
EVT00021318,ORD0003562,Delivered,11-05-2026 11:26,Courier Partner,Non-RTO
EVT00021319,ORD0003563,Order Placed,11-04-2026 14:14,System,Non-RTO
EVT00021320,ORD0003563,Packed,11-04-2026 19:14,Seller Panel,Non-RTO
EVT00021321,ORD0003563,Shipped,12-04-2026 18:14,Courier Partner,Non-RTO
EVT00021322,ORD0003563,Out for Delivery,13-04-2026 15:14,Courier Partner,Non-RTO
EVT00021323,ORD0003563,Delivered,13-04-2026 19:43,Courier Partner,Non-RTO
EVT00021324,ORD0003564,Order Placed,17-07-2026 18:57,System,Non-RTO
EVT00021325,ORD0003564,Packed,18-07-2026 13:57,Seller Panel,Non-RTO
EVT00021326,ORD0003564,Shipped,19-07-2026 09:57,Courier Partner,Non-RTO
EVT00021327,ORD0003564,Out for Delivery,25-07-2026 08:57,Courier Partner,Non-RTO
EVT00021328,ORD0003564,Delivery Failed,25-07-2026 10:50,Courier Partner,Non-RTO
EVT00021329,ORD0003564,Out for Delivery,27-07-2026 05:57,Courier Partner,Non-RTO
EVT00021330,ORD0003564,Delivery Failed,27-07-2026 10:14,Courier Partner,Non-RTO
EVT00021331,ORD0003564,Out for Delivery,30-07-2026 08:57,Courier Partner,Non-RTO
EVT00021332,ORD0003564,Delivered,30-07-2026 10:58,Courier Partner,Non-RTO
EVT00021333,ORD0003565,Order Placed,21-07-2026 19:19,System,Non-RTO
EVT00021334,ORD0003565,Packed,22-07-2026 01:19,Seller Panel,Non-RTO
EVT00021335,ORD0003565,Shipped,23-07-2026 05:19,Courier Partner,Non-RTO
EVT00021336,ORD0003565,Out for Delivery,26-07-2026 04:19,Courier Partner,Non-RTO
EVT00021337,ORD0003565,Delivery Failed,26-07-2026 06:00,Courier Partner,Non-RTO
EVT00021338,ORD0003565,Out for Delivery,29-07-2026 01:19,Courier Partner,Non-RTO
EVT00021339,ORD0003565,Delivery Failed,29-07-2026 05:53,Courier Partner,Non-RTO
EVT00021340,ORD0003565,Out for Delivery,30-07-2026 01:19,Courier Partner,Non-RTO
EVT00021341,ORD0003565,Delivery Failed,30-07-2026 05:34,Courier Partner,Non-RTO
EVT00021342,ORD0003565,Out for Delivery,31-07-2026 04:19,Courier Partner,Non-RTO
EVT00021343,ORD0003565,Delivery Failed,31-07-2026 05:35,Courier Partner,Non-RTO
EVT00021344,ORD0003565,RTO Initiated,01-08-2026 18:35,Courier Partner,RTO
