attempt_id,order_id,attempt_number,attempt_date_time,attempt_status,remarks,otp_shared
ATT0001086,ORD0000801,1,22-04-2026 10:57,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001087,ORD0000801,2,23-04-2026 10:57,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001088,ORD0000802,1,16-07-2026 09:40,Delivered,Delivered Successfully,
ATT0001089,ORD0000803,1,17-06-2026 18:20,Delivered,"Delivered, Otp Verified",
ATT0001090,ORD0000804,1,06-02-2026 18:05,Delivered,Handed To Customer,
ATT0001091,ORD0000805,1,03-05-2026 21:23,Delivered,"Delivered, Otp Verified",Y
ATT0001092,ORD0000806,1,21-04-2026 15:59,Delivered,N/A,
ATT0001093,ORD0000807,1,06-07-2026 02:06,Delivered,"Delivered, Otp Verified",
ATT0001094,ORD0000808,1,21-02-2026 03:13,Delivered,Handed To Customer,Y
ATT0001095,ORD0000809,1,17-02-2026 16:19,Delivered,Handed To Customer,
ATT0001096,ORD0000810,1,16-02-2026 07:51,Delivered,"Delivered, Otp Verified",
ATT0001097,ORD0000811,1,24-05-2026 16:56,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001098,ORD0000811,2,26-05-2026 16:56,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001099,ORD0000811,3,27-05-2026 16:56,Rescheduled by Customer, Cust Asked To Deliver On Weekend ,
ATT0001100,ORD0000812,1,23-02-2026 04:06,Refused - Changed Mind, Customer Said Dont Want It Anymore ,
ATT0001101,ORD0000812,2,25-02-2026 04:06,Delivered,Handed To Customer,N
ATT0001102,ORD0000813,1,30-07-2026 10:05,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001103,ORD0000813,2,02-08-2026 10:05,Delivered,"Delivered, Otp Verified",
ATT0001104,ORD0000814,1,31-05-2026 02:41,Delivered,Delivered Successfully,
ATT0001105,ORD0000816,1,03-05-2026 15:47,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001106,ORD0000816,2,06-05-2026 15:47,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001107,ORD0000816,3,09-05-2026 15:47,Delivered,"Delivered, Otp Verified",N
ATT0001108,ORD0000817,1,15-05-2026 14:55,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0001109,ORD0000818,1,09-05-2026 15:11,Delivered,Handed To Customer,Y
ATT0001110,ORD0000819,1,28-07-2026 05:51,Delivered,Handed To Customer,Y
ATT0001111,ORD0000820,1,17-07-2026 14:24,Delivered,N/A,N
ATT0001112,ORD0000821,1,30-05-2026 00:13,Delivered,"Delivered, Otp Verified",
ATT0001113,ORD0000822,1,13-07-2026 19:15,Delivered,Handed To Customer,Y
ATT0001114,ORD0000823,1,07-04-2026 03:34,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0001115,ORD0000823,2,10-04-2026 03:34,Delivered,N/A,
ATT0001116,ORD0000824,1,24-06-2026 19:18,Delivered,Handed To Customer,
ATT0001117,ORD0000825,1,26-05-2026 07:48,Delivered,Handed To Customer,Y
ATT0001118,ORD0000827,1,12-03-2026 12:15,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001119,ORD0000827,2,14-03-2026 12:15,Delivered,N/A,
ATT0001120,ORD0000828,1,14-02-2026 04:11,Delivered,N/A,
ATT0001121,ORD0000829,1,12-07-2026 21:54,Delivered,N/A,
ATT0001122,ORD0000830,1,08-07-2026 19:18,Delivered,"Delivered, Otp Verified",N
ATT0001123,ORD0000831,1,20-06-2026 21:32,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001124,ORD0000831,2,22-06-2026 21:32,Delivered,Delivered Successfully,
ATT0001125,ORD0000832,1,29-03-2026 10:13,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0001126,ORD0000832,2,01-04-2026 10:13,Address Not Found, Wrong Addr / No Such Person At Location ,
ATT0001127,ORD0000832,3,03-04-2026 10:13,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001128,ORD0000833,1,29-06-2026 00:28,Refused - Changed Mind, Customer Said Dont Want It Anymore ,
ATT0001129,ORD0000833,2,02-07-2026 00:28,Delivered,Handed To Customer,N
ATT0001130,ORD0000834,1,28-03-2026 19:39,Delivered,Handed To Customer,
ATT0001131,ORD0000835,1,30-05-2026 08:06,Delivered,"Delivered, Otp Verified",N
ATT0001132,ORD0000836,1,12-03-2026 14:56,Delivered,"Delivered, Otp Verified",Y
ATT0001133,ORD0000837,1,07-04-2026 07:40,Delivered,Handed To Customer,
ATT0001134,ORD0000838,1,16-06-2026 23:33,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0001135,ORD0000838,2,18-06-2026 23:33,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0001136,ORD0000838,3,21-06-2026 23:33,Delivered,Delivered Successfully,N
ATT0001137,ORD0000839,1,01-04-2026 11:59,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001138,ORD0000839,2,04-04-2026 11:59,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001139,ORD0000839,3,06-04-2026 11:59,Delivered,Handed To Customer,N
ATT0001140,ORD0000840,1,19-02-2026 11:02,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001141,ORD0000840,2,20-02-2026 11:02,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001142,ORD0000840,3,22-02-2026 11:02,Delivered,"Delivered, Otp Verified",Y
ATT0001143,ORD0000841,1,05-03-2026 17:43,Delivered,"Delivered, Otp Verified",N
ATT0001144,ORD0000842,1,18-04-2026 16:13,Delivered,"Delivered, Otp Verified",
ATT0001145,ORD0000843,1,09-06-2026 03:06,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001146,ORD0000844,1,19-04-2026 14:43,Delivered,Handed To Customer,
ATT0001147,ORD0000845,1,15-06-2026 00:09,Delivered,Handed To Customer,
ATT0001148,ORD0000846,1,02-05-2026 09:13,Delivered,Delivered Successfully,
ATT0001149,ORD0000847,1,07-06-2026 05:53,Delivered,"Delivered, Otp Verified",
ATT0001150,ORD0000848,1,12-07-2026 03:29,Delivered,"Delivered, Otp Verified",
ATT0001151,ORD0000849,1,21-05-2026 05:17,Delivered,"Delivered, Otp Verified",N
ATT0001152,ORD0000850,1,01-04-2026 15:25,Delivered,Handed To Customer,
ATT0001153,ORD0000851,1,31-03-2026 02:39,Delivered,"Delivered, Otp Verified",
ATT0001154,ORD0000852,1,08-04-2026 00:49,Delivered,"Delivered, Otp Verified",
ATT0001155,ORD0000853,1,01-08-2026 16:16,Delivered,Delivered Successfully,
ATT0001156,ORD0000854,1,12-06-2026 13:35,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0001157,ORD0000854,2,13-06-2026 13:35,Delivered,"Delivered, Otp Verified",N
ATT0001158,ORD0000855,1,18-02-2026 10:23,Delivered,Delivered Successfully,
ATT0001159,ORD0000857,1,30-04-2026 08:14,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001160,ORD0000858,1,06-02-2026 21:29,Delivered,Delivered Successfully,
ATT0001161,ORD0000859,1,19-04-2026 22:11,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0001162,ORD0000859,2,20-04-2026 22:11,Delivered,Handed To Customer,N
ATT0001163,ORD0000860,1,10-07-2026 19:50,Delivered,N/A,
ATT0001164,ORD0000861,1,17-07-2026 01:36,Delivered,Delivered Successfully,
ATT0001165,ORD0000862,1,28-07-2026 12:22,Delivered,Delivered Successfully,Y
ATT0001166,ORD0000863,1,28-03-2026 18:39,Delivered,"Delivered, Otp Verified",N
ATT0001167,ORD0000864,1,23-05-2026 07:58,Delivered,Delivered Successfully,
ATT0001168,ORD0000865,1,19-04-2026 18:18,Delivered,Delivered Successfully,
ATT0001169,ORD0000866,1,06-04-2026 17:09,Delivered,"Delivered, Otp Verified",Y
ATT0001170,ORD0000867,1,11-04-2026 00:50,Delivered,"Delivered, Otp Verified",
ATT0001171,ORD0000868,1,27-07-2026 22:50,Delivered,Delivered Successfully,
ATT0001172,ORD0000869,1,30-07-2026 14:08,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001173,ORD0000869,2,02-08-2026 14:08,Delivered,N/A,N
ATT0001174,ORD0000870,1,06-06-2026 15:02,Delivered,N/A,Y
ATT0001175,ORD0000871,1,27-03-2026 23:19,Customer Not Available," Cust Nt Avl, Will Retry Next Day ",
ATT0001176,ORD0000871,2,28-03-2026 23:19,Delivered,Handed To Customer,Y
ATT0001177,ORD0000872,1,29-07-2026 00:44,Delivered,Delivered Successfully,N
ATT0001178,ORD0000873,1,31-05-2026 12:27,Delivered,Handed To Customer,
ATT0001179,ORD0000874,1,31-07-2026 23:36,Delivered,"Delivered, Otp Verified",
ATT0001180,ORD0000875,1,24-06-2026 01:01,Delivered,N/A,
ATT0001181,ORD0000876,1,29-06-2026 16:40,Delivered,Handed To Customer,
ATT0001182,ORD0000877,1,23-05-2026 22:21,Delivered,"Delivered, Otp Verified",N
ATT0001183,ORD0000878,1,10-05-2026 11:46,Delivered,Delivered Successfully,
ATT0001184,ORD0000879,1,31-05-2026 01:25,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001185,ORD0000879,2,02-06-2026 01:25,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001186,ORD0000880,1,13-07-2026 16:47,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001187,ORD0000880,2,15-07-2026 16:47,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001188,ORD0000880,3,17-07-2026 16:47,Delivered,Delivered Successfully,N
ATT0001189,ORD0000881,1,13-07-2026 21:55,Delivered,Handed To Customer,
ATT0001190,ORD0000882,1,30-04-2026 08:16,Delivered,Handed To Customer,
ATT0001191,ORD0000883,1,22-03-2026 04:34,Delivered,Delivered Successfully,
ATT0001192,ORD0000886,1,20-04-2026 17:06,Delivered,Delivered Successfully,
ATT0001193,ORD0000887,1,07-05-2026 02:22,Delivered,N/A,N
ATT0001194,ORD0000888,1,18-04-2026 04:27,Delivered,"Delivered, Otp Verified",Y
ATT0001195,ORD0000889,1,02-08-2026 01:14,Delivered,Handed To Customer,
ATT0001196,ORD0000890,1,23-02-2026 05:16,Delivered,N/A,
ATT0001197,ORD0000891,1,30-05-2026 14:19,Delivered,Handed To Customer,
ATT0001198,ORD0000892,1,11-07-2026 04:03,Delivered,"Delivered, Otp Verified",
ATT0001199,ORD0000894,1,02-03-2026 21:32,Delivered,Handed To Customer,
ATT0001200,ORD0000895,1,11-03-2026 13:53,Delivered,N/A,
ATT0001201,ORD0000896,1,18-04-2026 23:20,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001202,ORD0000896,2,21-04-2026 23:20,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001203,ORD0000896,3,24-04-2026 23:20,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001204,ORD0000897,1,02-07-2026 15:28,Delivered,Handed To Customer,
ATT0001205,ORD0000898,1,13-07-2026 03:32,Delivered,N/A,Y
ATT0001206,ORD0000900,1,19-04-2026 15:00,Delivered,"Delivered, Otp Verified",N
ATT0001207,ORD0000901,1,25-06-2026 21:59,Delivered,N/A,
ATT0001208,ORD0000902,1,14-06-2026 00:35,Refused - COD Amount Not Ready," Customer Not Ready With Cash, Asked To Reattempt ",
ATT0001209,ORD0000902,2,16-06-2026 00:35,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0001210,ORD0000902,3,18-06-2026 00:35,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001211,ORD0000903,1,16-03-2026 15:40,Delivered,N/A,N
ATT0001212,ORD0000904,1,21-06-2026 13:33,Delivered,"Delivered, Otp Verified",N
ATT0001213,ORD0000905,1,06-05-2026 01:00,Delivered,N/A,
ATT0001214,ORD0000906,1,30-05-2026 09:18,Out of Delivery Area,"Pin  Not  Fully  Serviceable,  Ofd  Delay",
ATT0001215,ORD0000906,2,31-05-2026 09:18,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0001216,ORD0000906,3,03-06-2026 09:18,Delivered,Handed To Customer,Y
ATT0001217,ORD0000907,1,21-03-2026 04:28,Delivered,"Delivered, Otp Verified",
ATT0001218,ORD0000908,1,06-04-2026 04:01,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001219,ORD0000908,2,08-04-2026 04:01,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0001220,ORD0000908,3,09-04-2026 04:01,Delivered,Handed To Customer,
ATT0001221,ORD0000909,1,02-03-2026 00:50,Delivered,Handed To Customer,
ATT0001222,ORD0000910,1,25-06-2026 21:43,Delivered,Delivered Successfully,
ATT0001223,ORD0000911,1,10-07-2026 15:41,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0001224,ORD0000911,2,11-07-2026 15:41,Delivered,Delivered Successfully,N
ATT0001225,ORD0000912,1,12-02-2026 08:32,Delivered,N/A,
ATT0001226,ORD0000913,1,18-04-2026 15:08,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001227,ORD0000913,2,19-04-2026 15:08,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001228,ORD0000913,3,20-04-2026 15:08,Delivered,"Delivered, Otp Verified",
ATT0001229,ORD0000914,1,01-07-2026 00:39,Delivered,N/A,Y
ATT0001230,ORD0000915,1,03-03-2026 15:46,Delivered,Handed To Customer,
ATT0001231,ORD0000916,1,02-06-2026 08:22,Delivered,N/A,
ATT0001232,ORD0000917,1,28-05-2026 07:20,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001233,ORD0000917,2,31-05-2026 07:20,Delivered,"Delivered, Otp Verified",N
ATT0001234,ORD0000918,1,27-05-2026 01:51,Out of Delivery Area," Pin Not Fully Serviceable, Ofd Delay ",
ATT0001235,ORD0000918,2,29-05-2026 01:51,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001236,ORD0000918,3,30-05-2026 01:51,Delivered,N/A,Y
ATT0001237,ORD0000919,1,26-02-2026 01:34,Delivered,Handed To Customer,
ATT0001238,ORD0000920,1,04-08-2026 03:27,Delivered,"Delivered, Otp Verified",
ATT0001239,ORD0000921,1,20-07-2026 21:31,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001240,ORD0000921,2,23-07-2026 21:31,Delivered,N/A,N
ATT0001241,ORD0000922,1,18-02-2026 00:32,Delivered,N/A,
ATT0001242,ORD0000923,1,04-06-2026 15:44,Delivered,"Delivered, Otp Verified",
ATT0001243,ORD0000924,1,24-04-2026 08:49,Delivered,Handed To Customer,
ATT0001244,ORD0000925,1,07-07-2026 22:07,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0001245,ORD0000925,2,08-07-2026 22:07,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0001246,ORD0000925,3,10-07-2026 22:07,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001247,ORD0000925,4,11-07-2026 22:07,Delivered,"Delivered, Otp Verified",
ATT0001248,ORD0000926,1,29-04-2026 22:10,Delivered,N/A,
ATT0001249,ORD0000927,1,06-04-2026 19:27,Delivered,Delivered Successfully,
ATT0001250,ORD0000929,1,30-05-2026 01:27,Delivered,"Delivered, Otp Verified",
ATT0001251,ORD0000930,1,02-06-2026 05:42,Delivered,N/A,
ATT0001252,ORD0000931,1,11-07-2026 11:37,Delivered,Delivered Successfully,
ATT0001253,ORD0000932,1,02-06-2026 18:08,Delivered,Delivered Successfully,
ATT0001254,ORD0000933,1,20-04-2026 16:04,Delivered,"Delivered, Otp Verified",
ATT0001255,ORD0000934,1,13-07-2026 13:47,Delivered,Delivered Successfully,
ATT0001256,ORD0000935,1,18-02-2026 03:39,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001257,ORD0000935,2,20-02-2026 03:39,Delivered,Delivered Successfully,N
ATT0001258,ORD0000936,1,23-02-2026 14:36,Delivered,Handed To Customer,N
ATT0001259,ORD0000937,1,12-03-2026 20:15,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001260,ORD0000937,2,13-03-2026 20:15,Delivered,Handed To Customer,N
ATT0001261,ORD0000938,1,09-07-2026 03:18,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001262,ORD0000938,2,11-07-2026 03:18,Delivered,N/A,
ATT0001263,ORD0000939,1,25-05-2026 22:49,Delivered,Delivered Successfully,
ATT0001264,ORD0000940,1,27-03-2026 08:10,Delivered,Delivered Successfully,
ATT0001265,ORD0000941,1,02-06-2026 10:18,Delivered,N/A,
ATT0001266,ORD0000942,1,14-04-2026 16:25,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001267,ORD0000943,1,04-06-2026 01:05,Delivered,"Delivered, Otp Verified",
ATT0001268,ORD0000944,1,25-05-2026 02:27,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001269,ORD0000944,2,28-05-2026 02:27,Rescheduled by Customer,Cust  Asked  To  Deliver  On  Weekend,
ATT0001270,ORD0000945,1,10-06-2026 03:28,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0001271,ORD0000945,2,11-06-2026 03:28,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001272,ORD0000945,3,12-06-2026 03:28,Delivered,Delivered Successfully,
ATT0001273,ORD0000946,1,08-04-2026 03:44,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001274,ORD0000946,2,11-04-2026 03:44,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001275,ORD0000947,1,25-05-2026 08:33,Delivered,Handed To Customer,
ATT0001276,ORD0000948,1,06-05-2026 18:59,Delivered,N/A,
ATT0001277,ORD0000949,1,05-03-2026 15:02,Delivered,Delivered Successfully,
ATT0001278,ORD0000950,1,28-05-2026 07:36,Delivered,Handed To Customer,Y
ATT0001279,ORD0000951,1,04-06-2026 12:01,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001280,ORD0000952,1,20-04-2026 12:58,Customer Not Available," Cust Nt Avl, Will Retry Next Day ",
ATT0001281,ORD0000952,2,21-04-2026 12:58,Delivered,N/A,Y
ATT0001282,ORD0000953,1,02-04-2026 08:07,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001283,ORD0000953,2,03-04-2026 08:07,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001284,ORD0000954,1,21-03-2026 10:06,Delivered,Delivered Successfully,
ATT0001285,ORD0000955,1,31-05-2026 06:01,Delivered,N/A,
ATT0001286,ORD0000957,1,23-02-2026 19:42,Delivered,"Delivered, Otp Verified",Y
ATT0001287,ORD0000958,1,30-05-2026 20:18,Out of Delivery Area," Pin Not Fully Serviceable, Ofd Delay ",
ATT0001288,ORD0000958,2,31-05-2026 20:18,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001289,ORD0000958,3,02-06-2026 20:18,Delivered,"Delivered, Otp Verified",N
ATT0001290,ORD0000959,1,06-03-2026 07:27,Delivered,N/A,Y
ATT0001291,ORD0000960,1,07-06-2026 22:11,Delivered,"Delivered, Otp Verified",
ATT0001292,ORD0000961,1,14-02-2026 07:52,Delivered,"Delivered, Otp Verified",
ATT0001293,ORD0000963,1,04-06-2026 03:15,Delivered,N/A,
ATT0001294,ORD0000964,1,02-07-2026 02:26,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001295,ORD0000964,2,04-07-2026 02:26,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001296,ORD0000964,3,07-07-2026 02:26,Delivered,Delivered Successfully,
ATT0001297,ORD0000965,1,31-05-2026 10:40,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001298,ORD0000965,2,01-06-2026 10:40,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001299,ORD0000965,3,04-06-2026 10:40,Delivered,Delivered Successfully,N
ATT0001300,ORD0000966,1,22-07-2026 03:19,Delivered,N/A,
ATT0001301,ORD0000967,1,10-07-2026 00:45,Delivered,"Delivered, Otp Verified",N
ATT0001302,ORD0000968,1,19-07-2026 09:55,Delivered,Handed To Customer,Y
ATT0001303,ORD0000969,1,22-03-2026 21:08,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001304,ORD0000969,2,24-03-2026 21:08,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001305,ORD0000970,1,19-03-2026 11:19,Delivered,Delivered Successfully,
ATT0001306,ORD0000971,1,26-05-2026 00:01,Delivered,N/A,
ATT0001307,ORD0000972,1,15-03-2026 10:51,Delivered,Delivered Successfully,
ATT0001308,ORD0000973,1,29-07-2026 03:47,Delivered,N/A,
ATT0001309,ORD0000974,1,01-08-2026 03:24,Delivered,Handed To Customer,N
ATT0001310,ORD0000975,1,03-04-2026 09:33,Delivered,N/A,
ATT0001311,ORD0000976,1,21-02-2026 22:46,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001312,ORD0000976,2,24-02-2026 22:46,Delivered,Handed To Customer,
ATT0001313,ORD0000977,1,27-05-2026 19:38,Delivered,N/A,
ATT0001314,ORD0000978,1,29-03-2026 07:09,Delivered,Delivered Successfully,
ATT0001315,ORD0000979,1,25-02-2026 09:26,Delivered,Handed To Customer,
ATT0001316,ORD0000980,1,22-04-2026 08:07,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0001317,ORD0000980,2,23-04-2026 08:07,Delivered,N/A,N
ATT0001318,ORD0000981,1,08-03-2026 18:45,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0001319,ORD0000981,2,09-03-2026 18:45,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0001320,ORD0000981,3,11-03-2026 18:45,Refused - Changed Mind, Customer Said Dont Want It Anymore ,
ATT0001321,ORD0000981,4,14-03-2026 18:45,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001322,ORD0000982,1,18-05-2026 23:10,Delivered,Handed To Customer,
ATT0001323,ORD0000983,1,07-07-2026 07:58,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001324,ORD0000983,2,09-07-2026 07:58,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001325,ORD0000983,3,10-07-2026 07:58,Delivered,N/A,N
ATT0001326,ORD0000984,1,21-04-2026 17:58,Delivered,"Delivered, Otp Verified",
ATT0001327,ORD0000985,1,24-04-2026 17:35,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001328,ORD0000986,1,09-05-2026 21:34,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0001329,ORD0000986,2,10-05-2026 21:34,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001330,ORD0000986,3,11-05-2026 21:34,Delivered,Handed To Customer,Y
ATT0001331,ORD0000987,1,08-07-2026 08:47,Delivered,Handed To Customer,
ATT0001332,ORD0000988,1,10-02-2026 06:16,Address Not Found,Wrong  Addr  /  No  Such  Person  At  Location,
ATT0001333,ORD0000988,2,12-02-2026 06:16,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001334,ORD0000988,3,15-02-2026 06:16,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001335,ORD0000988,4,18-02-2026 06:16,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0001336,ORD0000989,1,26-04-2026 02:31,Delivered,Handed To Customer,
ATT0001337,ORD0000990,1,22-04-2026 19:37,Delivered,Delivered Successfully,
ATT0001338,ORD0000991,1,06-07-2026 19:30,Delivered,Handed To Customer,N
ATT0001339,ORD0000993,1,12-07-2026 20:10,Delivered,N/A,
ATT0001340,ORD0000994,1,27-05-2026 12:20,Delivered,Handed To Customer,
ATT0001341,ORD0000995,1,06-05-2026 03:54,Delivered,"Delivered, Otp Verified",
ATT0001342,ORD0000996,1,22-04-2026 10:48,Delivered,N/A,N
ATT0001343,ORD0000997,1,06-05-2026 19:49,Delivered,"Delivered, Otp Verified",Y
ATT0001344,ORD0000998,1,13-04-2026 00:35,Delivered,N/A,
ATT0001345,ORD0000999,1,30-05-2026 05:11,Delivered,Delivered Successfully,Y
ATT0001346,ORD0001000,1,28-05-2026 02:04,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0001347,ORD0001000,2,31-05-2026 02:04,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001348,ORD0001000,3,03-06-2026 02:04,Delivered,"Delivered, Otp Verified",Y
ATT0001349,ORD0001001,1,10-03-2026 09:50,Delivered,"Delivered, Otp Verified",
ATT0001350,ORD0001002,1,18-04-2026 23:48,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001351,ORD0001002,2,21-04-2026 23:48,Delivered,Delivered Successfully,
ATT0001352,ORD0001004,1,26-07-2026 22:52,Delivered,"Delivered, Otp Verified",
ATT0001353,ORD0001005,1,19-03-2026 06:26,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001354,ORD0001006,1,12-07-2026 14:52,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001355,ORD0001006,2,15-07-2026 14:52,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001356,ORD0001006,3,17-07-2026 14:52,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001357,ORD0001007,1,19-03-2026 02:53,Delivered,"Delivered, Otp Verified",N
ATT0001358,ORD0001008,1,29-03-2026 01:07,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001359,ORD0001008,2,01-04-2026 01:07,Delivered,N/A,Y
ATT0001360,ORD0001009,1,11-02-2026 22:22,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0001361,ORD0001009,2,12-02-2026 22:22,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0001362,ORD0001009,3,15-02-2026 22:22,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0001363,ORD0001010,1,04-07-2026 23:35,Delivered,N/A,Y
ATT0001364,ORD0001011,1,04-07-2026 09:49,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0001365,ORD0001011,2,06-07-2026 09:49,Customer Not Available," Cust Nt Avl, Will Retry Next Day ",
ATT0001366,ORD0001012,1,15-04-2026 17:35,Delivered,Handed To Customer,
ATT0001367,ORD0001013,1,16-04-2026 15:30,Delivered,Delivered Successfully,
ATT0001368,ORD0001014,1,16-07-2026 00:42,Delivered,"Delivered, Otp Verified",
ATT0001369,ORD0001015,1,20-07-2026 22:19,Delivered,N/A,
ATT0001370,ORD0001016,1,11-07-2026 12:50,Out of Delivery Area," Pin Not Fully Serviceable, Ofd Delay ",
ATT0001371,ORD0001016,2,13-07-2026 12:50,Delivered,"Delivered, Otp Verified",
ATT0001372,ORD0001017,1,14-02-2026 14:34,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0001373,ORD0001018,1,10-02-2026 03:51,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0001374,ORD0001018,2,13-02-2026 03:51,Delivered,"Delivered, Otp Verified",Y
